geom,Name_fi,Address_fi,Link_fi,Link_en,Selite_fi,Selite_en
"POINT (25486822 6682727)",Jupperin rantapuiston leikkipaikka,"Rantatie 15, 02730 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/jupperin-rantapuiston-leikkipaikka"" target=""_palvelu"">Jupperin rantapuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/jupperi-playground"" target=""_palvelu"">Jupperi playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25479437 6677066)",Mikkelänpuiston leikkipaikka,"Taalaritie 4, 02770 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/mikkelanpuiston-leikkipaikka"" target=""_palvelu"">Mikkelänpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/mikkelapuisto-playground"" target=""_palvelu"">Mikkeläpuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25480174 6670449)",Ankkuripohjanpuiston leikkipaikka,"Kourakuja 2, 02320 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/ankkuripohjanpuiston-leikkipaikka"" target=""_palvelu"">Ankkuripohjanpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/ankkurinpohjanpuisto-playground"" target=""_palvelu"">Ankkurinpohjanpuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25504642 6693105)",Leikkipaikka Minkkipuisto,"Minkkitie 20, 01450 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Minkkipuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Minkkipuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25487048 6671815)",Haukiverkon leikkipaikka,"Haukiverkko 13 D, 02170 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/haukiverkon-leikkipaikka"" target=""_palvelu"">Haukiverkon leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/haukilahdenranta-playground"" target=""_palvelu"">Haukilahdenranta playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25484654 6673644)",Kuitinkallion leikkipaikka,"Täysikuu 5 B, 02210 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/kuitinkallion-leikkipaikka"" target=""_palvelu"">Kuitinkallion leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/kuitinkallio-playground"" target=""_palvelu"">Kuitinkallio playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25502588 6687901)",Leikkipaikka Haarikkopuisto,"Haarikkotie 3, 01350 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Haarikkopuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Haarikkopuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25505958 6687279)",Leikkipaikka Paalupuisto,"Pohjolantie 6, 01260 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Paalupuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Paalupuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25496739 6675488)",Leikkipaikka Loviisanpuisto,"Porvoonkatu 26, 00510 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Loviisanpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25477706 6675621)",Palttinapuiston leikkipaikka,"Tegelhagen 6, 02780 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/palttinapuiston-leikkipaikka"" target=""_palvelu"">Palttinapuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/palttinapuisto-playground"" target=""_palvelu"">Palttinapuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25499416 6670426)",Bielken leikkipaikka,"Iso Mustasaari, rakennus C58 länsipuoli, 00190 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Bielken leikkipaikka</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu"">Playground Bielke</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25491167 6690575)",Leikkipaikka Maitorpanpuisto,"Maitorpantie 6, 01700 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Maitorpanpuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Maitorpanpuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25498741 6677696)",Leikkipaikka Annala,"Hämeentie 154, 00560 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Annala</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25486487 6677627)",Nihtimäen puiston leikkipaikka,"Nihtimäenkuja 5, 02630 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/nihtimaen-puiston-leikkipaikka"" target=""_palvelu"">Nihtimäen puiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/nihtimaen-puisto-playground"" target=""_palvelu"">Nihtimäen puisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25485677 6674838)",Hans Floorin puiston leikkipaikka,"Anna Bildstenin polku 1, 02250 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/hans-floorin-puiston-leikkipaikka"" target=""_palvelu"">Hans Floorin puiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/hans-floor-park-playground"" target=""_palvelu"">Hans floor park playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25493722 6676230)",Leikkipaikka Rakuunapuisto,"Rakuunantie 1, 00330 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Rakuunapuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25492090 6684571)",Leikkipaikka Jokiuomanpuisto,"Eräkuja 7, 01600 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Jokiuomanpuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Jokiuomanpuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25486700 6680404)",Rastasniityn leikkipaikka,"Rastaanpesä 5, 02620 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/rastasniityn-leikkipaikka"" target=""_palvelu"">Rastasniityn leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/rastasniitty-playground"" target=""_palvelu"">Rastasniitty playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25494132 6683211)",Leikkipaikka Vennynpuisto,"Venny Soldanin polku,  Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Vennynpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25481021 6670736)",Kongsberginpuiston leikkipaikka,"Lokirinne 2 B, 02320 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/kongsberginpuiston-leikkipaikka"" target=""_palvelu"">Kongsberginpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/kongsberginpuisto-playground"" target=""_palvelu"">Kongsberginpuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25485459 6681156)",Lähdesilmän leikkipaikka,"Lähderanta 9, 02720 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/lahdesilman-leikkipaikka"" target=""_palvelu"">Lähdesilmän leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/lahdesilma-playground"" target=""_palvelu"">Lähdesilmä playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25493992 6677853)",Leikkipaikka Isonneva,"Isonnevantie 16, 00320 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Isonneva</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25501924 6675207)",Leikkipaikka Kannupuisto,"Sorsavuorenrinne 1, 00810 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Kannupuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25503115 6684198)",Leikkipaikka Nurkka,"Kiviahontie 12, 00760 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Nurkka</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25493856 6679424)",Leikkipaikka Ohjaajanpuisto,"Ohjaajantie 9, 00400 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Ohjaajanpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25508682 6676793)",Leikkipaikka Solvikinpuisto,"Aurinkotuulenkatu 11, 00990 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Solvikinpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu"">Playground Solvikinpuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25504153 6682676)",Leikkipaikka Jakomäenkallio,"Louhikkotie 15, 00770 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Jakomäenkallio</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25500874 6679959)",Leikkipaikka Johtokivenpuisto,"Lepokivenpolku 4, 00710 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Johtokivenpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25481437 6676130)",Saarnimäen leikkipaikka,"Saarnimäenkuja, 02760 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/saarnimaen-leikkipaikka"" target=""_palvelu"">Saarnimäen leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/saarnimaki-playground"" target=""_palvelu"">Saarnimäki playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25498510 6679639)",Leikkipaikka Jokiniemenpuisto,"Jokiniementie 34, 00650 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Jokiniemenpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25492771 6671702)",Leikkipaikka Myllykallio,"Vuorenpeikontie 7, 00820 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Myllykallio</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25499226 6680719)",Leikkipaikka Bockin puisto,"Johan Bockin kuja 8, 00720 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Bockin puisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25504963 6681824)",Leikkipaikka Pallopuisto,"Maratontie 28b, 01280 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Pallopuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Pallopuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25500537 6686244)",Leikkipaikka Bäckbynpuisto,"Kuriirikuja 12, 01300 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Bäckbynpuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Bäckbynpuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25485728 6679970)",Tuohisniityn leikkipaikka,"Tuohistanhua 2, 02710 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/tuohisniityn-leikkipaikka"" target=""_palvelu"">Tuohisniityn leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/tuohisniitty-playground"" target=""_palvelu"">Tuohisniitty playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25488138 6678157)",Trillapuiston leikkipaikka,"Kilonpuistonkatu 4, 02610 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/trillapuiston-leikkipaikka"" target=""_palvelu"">Trillapuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/trillapuisto-playground"" target=""_palvelu"">Trillapuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25480950 6672872)",Kotiportinpuiston leikkipaikka,"Kurkihirrentie 6, 02330 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/kotiportinpuiston-leikkipaikka"" target=""_palvelu"">Kotiportinpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/kotiportinpuisto-playground"" target=""_palvelu"">Kotiportinpuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25480998 6676381)",Viiripuiston länsiosan leikkipaikka,"Viirikuja 2, 02770 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/viiripuiston-lansiosan-leikkipaikka"" target=""_palvelu"">Viiripuiston länsiosan leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/viiripuisto-playground-west"" target=""_palvelu"">Viiripuisto playground (west)</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25501346 6686551)",Leikkipaikka Liljapuisto,"Koiruohontie 5, 01300 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Liljapuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Liljapuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
